2025-07-23 13:39:37.311 INFO [common.LoggingManager initialize] Logging system initialized
2025-07-23 13:39:37.342 INFO [client.ClientUI main] Starting Secure File Transfer Client application
2025-07-23 13:39:37.772 INFO [client.ClientUI lambda$main$25] Client UI initialized and displayed
2025-07-23 13:39:52.268 INFO [client.Client connect] Connected to server: localhost:9999
2025-07-23 13:39:52.270 INFO [common.LoggingManager logSecurity] [SECURITY] Established socket connection to localhost:9999
2025-07-23 13:39:52.270 INFO [common.LoggingManager logSecurity] [SECURITY] Creating user object with credentials for: Bob
2025-07-23 13:39:52.499 INFO [common.LoggingManager logSecurity] [SECURITY] Loading transfer history for user: Bob
2025-07-23 13:39:52.506 INFO [client.TransferHistory loadHistory] Loaded 2 transfer records from data/Bob_transfer_history.dat
2025-07-23 13:39:52.511 INFO [common.LoggingManager logTransfer] [TRANSFER:a99474ea-9c30-46cd-bc05-e081b7b9db0c] Loaded transfer record: File: Enterprice Software.pdf, Status: COMPLETED, From: Bob, To: Alice
2025-07-23 13:39:52.511 INFO [common.LoggingManager logTransfer] [TRANSFER:7c9933dd-ed5a-440d-a6bc-0d5bf0e6bd61] Loaded transfer record: File: Enterprice Software.pdf, Status: COMPLETED, From: Bob, To: Alice
2025-07-23 13:39:52.511 INFO [common.LoggingManager logSecurity] [SECURITY] Sending authentication request to server
2025-07-23 13:39:52.515 INFO [common.LoggingManager logSecurity] [SECURITY] Session token received: 257db5ec...
2025-07-23 13:39:52.516 INFO [common.LoggingManager logSecurity] [SECURITY] Session refresh timer started
2025-07-23 13:39:52.516 INFO [client.Client login] Logged in as: Bob
2025-07-23 13:39:52.517 INFO [common.LoggingManager logSecurity] [SECURITY] Authentication successful for user: Bob
2025-07-23 13:39:52.518 INFO [client.TransferHistory loadHistory] Loaded 2 transfer records from data/Bob_transfer_history.dat
2025-07-23 13:39:52.519 INFO [common.LoggingManager logTransfer] [TRANSFER:a99474ea-9c30-46cd-bc05-e081b7b9db0c] Loaded transfer record: File: Enterprice Software.pdf, Status: COMPLETED, From: Bob, To: Alice
2025-07-23 13:39:52.519 INFO [common.LoggingManager logTransfer] [TRANSFER:7c9933dd-ed5a-440d-a6bc-0d5bf0e6bd61] Loaded transfer record: File: Enterprice Software.pdf, Status: COMPLETED, From: Bob, To: Alice
2025-07-23 13:40:02.918 INFO [common.LoggingManager logSecurity] [SECURITY] Public key validation passed - RSA 2048 bits, exponent: 65537
2025-07-23 13:40:02.919 INFO [common.LoggingManager logSecurity] [SECURITY] Public key validation passed - RSA 2048 bits, exponent: 65537
2025-07-23 13:40:02.929 INFO [common.LoggingManager logSecurity] [SECURITY] Using validated public key for Alice, fingerprint: b46e6defaab9c2ed...
2025-07-23 13:40:05.192 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 749 of size 4096
2025-07-23 13:40:05.192 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 750 of size 4096
2025-07-23 13:40:05.192 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 751 of size 4096
2025-07-23 13:40:05.193 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 752 of size 4096
2025-07-23 13:40:05.193 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 753 of size 4096
2025-07-23 13:40:05.193 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 754 of size 4096
2025-07-23 13:40:05.193 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 755 of size 4096
2025-07-23 13:40:05.193 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 756 of size 4096
2025-07-23 13:40:05.193 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 757 of size 4096
2025-07-23 13:40:05.193 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 758 of size 4096
2025-07-23 13:40:05.193 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 759 of size 4096
2025-07-23 13:40:05.193 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 760 of size 4096
2025-07-23 13:40:05.193 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 761 of size 4096
2025-07-23 13:40:05.194 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 762 of size 4096
2025-07-23 13:40:05.194 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 763 of size 4096
2025-07-23 13:40:05.194 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 764 of size 4096
2025-07-23 13:40:05.194 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 765 of size 4096
2025-07-23 13:40:05.194 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 766 of size 4096
2025-07-23 13:40:05.194 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 767 of size 4096
2025-07-23 13:40:05.194 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 768 of size 4096
2025-07-23 13:40:05.194 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 769 of size 4096
2025-07-23 13:40:05.194 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 770 of size 4096
2025-07-23 13:40:05.194 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 771 of size 4096
2025-07-23 13:40:05.195 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 772 of size 4096
2025-07-23 13:40:05.195 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 773 of size 4096
2025-07-23 13:40:05.195 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 774 of size 4096
2025-07-23 13:40:05.195 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 775 of size 4096
2025-07-23 13:40:05.195 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 776 of size 4096
2025-07-23 13:40:05.195 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 777 of size 4096
2025-07-23 13:40:05.195 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 778 of size 4096
2025-07-23 13:40:05.195 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 779 of size 4096
2025-07-23 13:40:05.195 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 780 of size 4096
2025-07-23 13:40:05.195 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 781 of size 4096
2025-07-23 13:40:05.196 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 782 of size 4096
2025-07-23 13:40:05.196 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 783 of size 4096
2025-07-23 13:40:05.196 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 784 of size 4096
2025-07-23 13:40:05.196 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 785 of size 4096
2025-07-23 13:40:05.196 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 786 of size 4096
2025-07-23 13:40:05.196 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 787 of size 4096
2025-07-23 13:40:05.196 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 788 of size 4096
2025-07-23 13:40:05.196 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 789 of size 4096
2025-07-23 13:40:05.196 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 790 of size 4096
2025-07-23 13:40:05.196 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 791 of size 4096
2025-07-23 13:40:05.197 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 792 of size 4096
2025-07-23 13:40:05.197 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 793 of size 4096
2025-07-23 13:40:05.197 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 794 of size 4096
2025-07-23 13:40:05.197 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 795 of size 4096
2025-07-23 13:40:05.197 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 796 of size 4096
2025-07-23 13:40:05.197 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 797 of size 4096
2025-07-23 13:40:05.197 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 798 of size 4096
2025-07-23 13:40:05.197 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 799 of size 4096
2025-07-23 13:40:05.197 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 800 of size 4096
2025-07-23 13:40:05.197 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 801 of size 4096
2025-07-23 13:40:05.197 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 802 of size 4096
2025-07-23 13:40:05.198 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 803 of size 4096
2025-07-23 13:40:05.198 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 804 of size 4096
2025-07-23 13:40:05.198 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 805 of size 4096
2025-07-23 13:40:05.198 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 806 of size 4096
2025-07-23 13:40:05.198 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 807 of size 4096
2025-07-23 13:40:05.198 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 808 of size 4096
2025-07-23 13:40:05.198 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 809 of size 4096
2025-07-23 13:40:05.198 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 810 of size 4096
2025-07-23 13:40:05.198 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 811 of size 4096
2025-07-23 13:40:05.198 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 812 of size 4096
2025-07-23 13:40:05.199 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 813 of size 4096
2025-07-23 13:40:05.199 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 814 of size 4096
2025-07-23 13:40:05.199 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 815 of size 4096
2025-07-23 13:40:05.199 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 816 of size 4096
2025-07-23 13:40:05.199 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 817 of size 4096
2025-07-23 13:40:05.199 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 818 of size 4096
2025-07-23 13:40:05.199 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 819 of size 4096
2025-07-23 13:40:05.199 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 820 of size 4096
2025-07-23 13:40:05.199 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 821 of size 4096
2025-07-23 13:40:05.199 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 822 of size 4096
2025-07-23 13:40:05.199 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 823 of size 4096
2025-07-23 13:40:05.200 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 824 of size 4096
2025-07-23 13:40:05.200 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 825 of size 4096
2025-07-23 13:40:05.200 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 826 of size 4096
2025-07-23 13:40:05.200 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 827 of size 4096
2025-07-23 13:40:05.200 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 828 of size 4096
2025-07-23 13:40:05.200 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 829 of size 4096
2025-07-23 13:40:05.200 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 830 of size 4096
2025-07-23 13:40:05.200 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 831 of size 4096
2025-07-23 13:40:05.200 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 832 of size 4096
2025-07-23 13:40:05.200 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 833 of size 4096
2025-07-23 13:40:05.200 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 834 of size 4096
2025-07-23 13:40:05.201 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 835 of size 4096
2025-07-23 13:40:05.201 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 836 of size 4096
2025-07-23 13:40:05.201 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 837 of size 4096
2025-07-23 13:40:05.201 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 838 of size 4096
2025-07-23 13:40:05.201 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 839 of size 4096
2025-07-23 13:40:05.201 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 840 of size 4096
2025-07-23 13:40:05.201 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 841 of size 4096
2025-07-23 13:40:05.201 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 842 of size 4096
2025-07-23 13:40:05.201 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 843 of size 4096
2025-07-23 13:40:05.201 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 844 of size 4096
2025-07-23 13:40:05.201 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 845 of size 4096
2025-07-23 13:40:05.202 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 846 of size 4096
2025-07-23 13:40:05.202 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 847 of size 1695
2025-07-23 13:40:05.202 INFO [client.Client sendFileData] File split into 847 encrypted chunks
2025-07-23 13:40:05.203 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] File prepared: Enterprice Software.pdf chunked into 847 encrypted segments
2025-07-23 13:40:05.203 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 0 of 847
2025-07-23 13:40:05.203 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:05.206 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:05.207 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 58d240c9...)
2025-07-23 13:40:05.210 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 0 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:05.224 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 1 of 847
2025-07-23 13:40:05.225 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:05.226 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:05.226 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: bfa92d41...)
2025-07-23 13:40:05.226 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 1 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:05.239 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 2 of 847
2025-07-23 13:40:05.239 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:05.241 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:05.241 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 52213f06...)
2025-07-23 13:40:05.241 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 2 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:05.254 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 3 of 847
2025-07-23 13:40:05.254 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:05.256 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:05.257 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: e715d8b4...)
2025-07-23 13:40:05.257 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 3 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:05.270 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 4 of 847
2025-07-23 13:40:05.270 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:05.271 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:05.271 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: c1f5ffe4...)
2025-07-23 13:40:05.271 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 4 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:05.284 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 5 of 847
2025-07-23 13:40:05.284 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:05.286 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:05.286 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: fab0b0fc...)
2025-07-23 13:40:05.286 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 5 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:05.297 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 6 of 847
2025-07-23 13:40:05.297 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:05.298 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:05.298 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 0a5d8a33...)
2025-07-23 13:40:05.298 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 6 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:05.309 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 7 of 847
2025-07-23 13:40:05.309 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:05.311 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:05.311 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: b613cb1a...)
2025-07-23 13:40:05.311 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 7 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:05.324 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 8 of 847
2025-07-23 13:40:05.325 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:05.326 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:05.326 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 67a58fca...)
2025-07-23 13:40:05.326 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 8 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:05.338 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 9 of 847
2025-07-23 13:40:05.339 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:05.340 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:05.340 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: fa26ee78...)
2025-07-23 13:40:05.340 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 9 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:05.353 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 10 of 847
2025-07-23 13:40:05.353 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:05.354 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:05.354 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 5df645f6...)
2025-07-23 13:40:05.354 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 10 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:05.367 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 11 of 847
2025-07-23 13:40:05.367 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:05.368 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:05.368 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 4d8f7052...)
2025-07-23 13:40:05.368 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 11 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:05.381 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 12 of 847
2025-07-23 13:40:05.381 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:05.382 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:05.382 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: 16c841a9...)
2025-07-23 13:40:05.382 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 12 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:05.395 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 13 of 847
2025-07-23 13:40:05.395 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:05.396 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:05.396 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: ea21d8d8...)
2025-07-23 13:40:05.396 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 13 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:05.409 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 14 of 847
2025-07-23 13:40:05.409 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:05.410 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:05.410 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: f5e52e37...)
2025-07-23 13:40:05.410 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 14 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
2025-07-23 13:40:05.423 INFO [common.LoggingManager logTransfer] [TRANSFER:bc51ed85-af09-40f9-bf44-4494271f6c1b] Sending chunk: Chunk 15 of 847
2025-07-23 13:40:05.423 INFO [common.LoggingManager logSecurity] [SECURITY] Created signable data: 4214 bytes from SecureMessage
2025-07-23 13:40:05.424 INFO [common.LoggingManager logSecurity] [SECURITY] Data signed successfully with SHA256withRSA (signature length: 256 bytes)
2025-07-23 13:40:05.424 INFO [common.LoggingManager logSecurity] [SECURITY] SecureMessage digitally signed by Bob (nonce: e24e4f9e...)
2025-07-23 13:40:05.424 INFO [common.LoggingManager logSecurity] [SECURITY] Chunk 15 digitally signed by Bob for transfer bc51ed85-af09-40f9-bf44-4494271f6c1b
