2025-06-23 12:03:39.116 INFO [common.LoggingManager initialize] Logging system initialized
2025-06-23 12:03:39.153 INFO [client.ClientUI main] Starting Secure File Transfer Client application
2025-06-23 12:03:39.941 INFO [client.ClientUI lambda$main$21] Client UI initialized and displayed
2025-06-23 12:06:09.127 INFO [client.Client connect] Connected to server: localhost:9999
2025-06-23 12:06:09.128 INFO [common.LoggingManager logSecurity] [SECURITY] Established socket connection to localhost:9999
2025-06-23 12:06:09.128 INFO [common.LoggingManager logSecurity] [SECURITY] Creating user object with credentials for: Pramitha
2025-06-23 12:06:09.314 INFO [common.LoggingManager logSecurity] [SECURITY] Loading transfer history for user: Pramitha
2025-06-23 12:06:09.322 INFO [client.TransferHistory loadHistory] Loaded 1 transfer records from data/Pramitha_transfer_history.dat
2025-06-23 12:06:09.333 INFO [common.LoggingManager logTransfer] [TRANSFER:5a11da13-6931-4939-8172-7b1d673de1cd] Loaded transfer record: File: architecture.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 12:06:09.334 INFO [common.LoggingManager logSecurity] [SECURITY] Sending authentication request to server
2025-06-23 12:06:09.347 INFO [client.Client login] Logged in as: Pramitha
2025-06-23 12:06:09.348 INFO [common.LoggingManager logSecurity] [SECURITY] Authentication successful for user: Pramitha
2025-06-23 12:06:09.349 INFO [client.TransferHistory loadHistory] Loaded 1 transfer records from data/Pramitha_transfer_history.dat
2025-06-23 12:06:09.350 INFO [common.LoggingManager logTransfer] [TRANSFER:5a11da13-6931-4939-8172-7b1d673de1cd] Loaded transfer record: File: architecture.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 12:20:55.823 INFO [client.Client initiateFileTransfer] Using public key of receiver: Jayasooriya
2025-06-23 12:20:55.955 INFO [client.TransferHistory saveHistory] Transfer history saved to data/Pramitha_transfer_history.dat
2025-06-23 12:20:55.956 INFO [common.LoggingManager logTransfer] [TRANSFER:5a11da13-6931-4939-8172-7b1d673de1cd] Saved transfer record: File: architecture.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 12:20:55.956 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Saved transfer record: File: IMG_3095.jpg, Status: IN_PROGRESS, From: Pramitha, To: Jayasooriya
2025-06-23 12:20:55.964 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Starting file transfer: File: IMG_3095.jpg, Size: 1637975 bytes
2025-06-23 12:20:57.607 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 122 of 400
2025-06-23 12:20:57.619 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 123 of 400
2025-06-23 12:20:57.632 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 124 of 400
2025-06-23 12:20:57.644 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 125 of 400
2025-06-23 12:20:57.657 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 126 of 400
2025-06-23 12:20:57.670 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 127 of 400
2025-06-23 12:20:57.682 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 128 of 400
2025-06-23 12:20:57.695 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 129 of 400
2025-06-23 12:20:57.708 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 130 of 400
2025-06-23 12:20:57.720 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 131 of 400
2025-06-23 12:20:57.733 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 132 of 400
2025-06-23 12:20:57.746 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 133 of 400
2025-06-23 12:20:57.758 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 134 of 400
2025-06-23 12:20:57.771 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 135 of 400
2025-06-23 12:20:57.783 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 136 of 400
2025-06-23 12:20:57.796 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 137 of 400
2025-06-23 12:20:57.809 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 138 of 400
2025-06-23 12:20:57.821 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 139 of 400
2025-06-23 12:20:57.834 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 140 of 400
2025-06-23 12:20:57.847 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 141 of 400
2025-06-23 12:20:57.859 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 142 of 400
2025-06-23 12:20:57.872 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 143 of 400
2025-06-23 12:20:57.885 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 144 of 400
2025-06-23 12:20:57.897 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 145 of 400
2025-06-23 12:20:57.910 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 146 of 400
2025-06-23 12:20:57.923 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 147 of 400
2025-06-23 12:20:57.935 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 148 of 400
2025-06-23 12:20:57.948 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 149 of 400
2025-06-23 12:20:57.961 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 150 of 400
2025-06-23 12:20:57.974 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 151 of 400
2025-06-23 12:20:57.986 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 152 of 400
2025-06-23 12:20:57.997 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 153 of 400
2025-06-23 12:20:58.009 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 154 of 400
2025-06-23 12:20:58.022 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 155 of 400
2025-06-23 12:20:58.035 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 156 of 400
2025-06-23 12:20:58.048 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 157 of 400
2025-06-23 12:20:58.061 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 158 of 400
2025-06-23 12:20:58.073 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 159 of 400
2025-06-23 12:20:58.086 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 160 of 400
2025-06-23 12:20:58.099 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 161 of 400
2025-06-23 12:20:58.110 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 162 of 400
2025-06-23 12:20:58.123 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 163 of 400
2025-06-23 12:20:58.136 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 164 of 400
2025-06-23 12:20:58.148 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 165 of 400
2025-06-23 12:20:58.160 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 166 of 400
2025-06-23 12:20:58.173 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 167 of 400
2025-06-23 12:20:58.186 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 168 of 400
2025-06-23 12:20:58.199 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 169 of 400
2025-06-23 12:20:58.211 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 170 of 400
2025-06-23 12:20:58.224 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 171 of 400
2025-06-23 12:20:58.237 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 172 of 400
2025-06-23 12:20:58.249 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 173 of 400
2025-06-23 12:20:58.262 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 174 of 400
2025-06-23 12:20:58.275 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 175 of 400
2025-06-23 12:20:58.287 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 176 of 400
2025-06-23 12:20:58.300 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 177 of 400
2025-06-23 12:20:58.313 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 178 of 400
2025-06-23 12:20:58.325 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 179 of 400
2025-06-23 12:20:58.338 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 180 of 400
2025-06-23 12:20:58.351 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 181 of 400
2025-06-23 12:20:58.363 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 182 of 400
2025-06-23 12:20:58.376 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 183 of 400
2025-06-23 12:20:58.389 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 184 of 400
2025-06-23 12:20:58.401 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 185 of 400
2025-06-23 12:20:58.414 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 186 of 400
2025-06-23 12:20:58.427 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 187 of 400
2025-06-23 12:20:58.438 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 188 of 400
2025-06-23 12:20:58.450 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 189 of 400
2025-06-23 12:20:58.463 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 190 of 400
2025-06-23 12:20:58.476 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 191 of 400
2025-06-23 12:20:58.488 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 192 of 400
2025-06-23 12:20:58.500 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 193 of 400
2025-06-23 12:20:58.513 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 194 of 400
2025-06-23 12:20:58.525 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 195 of 400
2025-06-23 12:20:58.538 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 196 of 400
2025-06-23 12:20:58.551 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 197 of 400
2025-06-23 12:20:58.563 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 198 of 400
2025-06-23 12:20:58.576 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 199 of 400
2025-06-23 12:20:58.589 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 200 of 400
2025-06-23 12:20:58.601 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 201 of 400
2025-06-23 12:20:58.614 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 202 of 400
2025-06-23 12:20:58.627 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 203 of 400
2025-06-23 12:20:58.638 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 204 of 400
2025-06-23 12:20:58.650 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 205 of 400
2025-06-23 12:20:58.663 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 206 of 400
2025-06-23 12:20:58.676 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 207 of 400
2025-06-23 12:20:58.688 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 208 of 400
2025-06-23 12:20:58.701 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 209 of 400
2025-06-23 12:20:58.713 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 210 of 400
2025-06-23 12:20:58.726 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 211 of 400
2025-06-23 12:20:58.739 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 212 of 400
2025-06-23 12:20:58.752 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 213 of 400
2025-06-23 12:20:58.764 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 214 of 400
2025-06-23 12:20:58.777 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 215 of 400
2025-06-23 12:20:58.789 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 216 of 400
2025-06-23 12:20:58.802 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 217 of 400
2025-06-23 12:20:58.814 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 218 of 400
2025-06-23 12:20:58.827 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 219 of 400
2025-06-23 12:20:58.839 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 220 of 400
2025-06-23 12:20:58.852 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 221 of 400
2025-06-23 12:20:58.865 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 222 of 400
2025-06-23 12:20:58.877 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 223 of 400
2025-06-23 12:20:58.890 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 224 of 400
2025-06-23 12:20:58.903 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 225 of 400
2025-06-23 12:20:58.915 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 226 of 400
2025-06-23 12:20:58.928 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 227 of 400
2025-06-23 12:20:58.940 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 228 of 400
2025-06-23 12:20:58.953 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 229 of 400
2025-06-23 12:20:58.966 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 230 of 400
2025-06-23 12:20:58.978 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 231 of 400
2025-06-23 12:20:58.991 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 232 of 400
2025-06-23 12:20:59.004 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 233 of 400
2025-06-23 12:20:59.016 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 234 of 400
2025-06-23 12:20:59.029 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 235 of 400
2025-06-23 12:20:59.041 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 236 of 400
2025-06-23 12:20:59.054 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 237 of 400
2025-06-23 12:20:59.067 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 238 of 400
2025-06-23 12:20:59.078 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 239 of 400
2025-06-23 12:20:59.091 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 240 of 400
2025-06-23 12:20:59.103 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 241 of 400
2025-06-23 12:20:59.116 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 242 of 400
2025-06-23 12:20:59.129 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 243 of 400
2025-06-23 12:20:59.140 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 244 of 400
2025-06-23 12:20:59.153 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 245 of 400
2025-06-23 12:20:59.164 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 246 of 400
2025-06-23 12:20:59.176 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 247 of 400
2025-06-23 12:20:59.189 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 248 of 400
2025-06-23 12:20:59.202 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 249 of 400
2025-06-23 12:20:59.215 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 250 of 400
2025-06-23 12:20:59.227 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 251 of 400
2025-06-23 12:20:59.240 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 252 of 400
2025-06-23 12:20:59.253 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 253 of 400
2025-06-23 12:20:59.265 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 254 of 400
2025-06-23 12:20:59.278 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 255 of 400
2025-06-23 12:20:59.290 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 256 of 400
2025-06-23 12:20:59.303 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 257 of 400
2025-06-23 12:20:59.316 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 258 of 400
2025-06-23 12:20:59.328 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 259 of 400
2025-06-23 12:20:59.341 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 260 of 400
2025-06-23 12:20:59.354 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 261 of 400
2025-06-23 12:20:59.367 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 262 of 400
2025-06-23 12:20:59.379 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 263 of 400
2025-06-23 12:20:59.393 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 264 of 400
2025-06-23 12:20:59.406 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 265 of 400
2025-06-23 12:20:59.419 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 266 of 400
2025-06-23 12:20:59.432 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 267 of 400
2025-06-23 12:20:59.445 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 268 of 400
2025-06-23 12:20:59.455 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 269 of 400
2025-06-23 12:20:59.467 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 270 of 400
2025-06-23 12:20:59.480 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 271 of 400
2025-06-23 12:20:59.493 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Sending chunk: Chunk 272 of 400
