2025-06-23 16:59:09.369 INFO [common.LoggingManager initialize] Logging system initialized
2025-06-23 16:59:09.407 INFO [client.ClientUI main] Starting Secure File Transfer Client application
2025-06-23 16:59:10.521 INFO [client.ClientUI lambda$main$21] Client UI initialized and displayed
2025-06-23 17:00:06.468 INFO [client.Client connect] Connected to server: localhost:9999
2025-06-23 17:00:06.469 INFO [common.LoggingManager logSecurity] [SECURITY] Established socket connection to localhost:9999
2025-06-23 17:00:06.470 INFO [common.LoggingManager logSecurity] [SECURITY] Creating user object with credentials for: Pramitha
2025-06-23 17:00:06.670 INFO [common.LoggingManager logSecurity] [SECURITY] Loading transfer history for user: Pramitha
2025-06-23 17:00:06.679 INFO [client.TransferHistory loadHistory] Loaded 3 transfer records from data/Pramitha_transfer_history.dat
2025-06-23 17:00:06.681 INFO [common.LoggingManager logTransfer] [TRANSFER:5a11da13-6931-4939-8172-7b1d673de1cd] Loaded transfer record: File: architecture.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:06.681 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Loaded transfer record: File: IMG_3095.jpg, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:06.681 INFO [common.LoggingManager logTransfer] [TRANSFER:a19afc1c-3084-4cda-9faa-3f762b19c509] Loaded transfer record: File: 36_Enhancing NS-3 for Distributed Network Simulation.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:06.682 INFO [common.LoggingManager logSecurity] [SECURITY] Sending authentication request to server
2025-06-23 17:00:06.689 INFO [client.Client login] Logged in as: Pramitha
2025-06-23 17:00:06.690 INFO [common.LoggingManager logSecurity] [SECURITY] Authentication successful for user: Pramitha
2025-06-23 17:00:06.691 INFO [client.TransferHistory loadHistory] Loaded 3 transfer records from data/Pramitha_transfer_history.dat
2025-06-23 17:00:06.691 INFO [common.LoggingManager logTransfer] [TRANSFER:5a11da13-6931-4939-8172-7b1d673de1cd] Loaded transfer record: File: architecture.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:06.692 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Loaded transfer record: File: IMG_3095.jpg, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:06.692 INFO [common.LoggingManager logTransfer] [TRANSFER:a19afc1c-3084-4cda-9faa-3f762b19c509] Loaded transfer record: File: 36_Enhancing NS-3 for Distributed Network Simulation.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:33.302 INFO [client.Client initiateFileTransfer] Using public key of receiver: Jayasooriya
2025-06-23 17:00:33.331 INFO [client.TransferHistory saveHistory] Transfer history saved to data/Pramitha_transfer_history.dat
2025-06-23 17:00:33.331 INFO [common.LoggingManager logTransfer] [TRANSFER:5a11da13-6931-4939-8172-7b1d673de1cd] Saved transfer record: File: architecture.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:33.332 INFO [common.LoggingManager logTransfer] [TRANSFER:37cab9bb-0adf-4697-816c-328e13f7637d] Saved transfer record: File: IMG_3095.jpg, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:33.333 INFO [common.LoggingManager logTransfer] [TRANSFER:a19afc1c-3084-4cda-9faa-3f762b19c509] Saved transfer record: File: 36_Enhancing NS-3 for Distributed Network Simulation.pdf, Status: COMPLETED, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:33.333 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Saved transfer record: File: NS3_report_revised.pdf, Status: IN_PROGRESS, From: Pramitha, To: Jayasooriya
2025-06-23 17:00:33.337 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Starting file transfer: File: NS3_report_revised.pdf, Size: 1044455 bytes
2025-06-23 17:00:33.397 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 150 of size 4096
2025-06-23 17:00:33.397 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 151 of size 4096
2025-06-23 17:00:33.398 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 152 of size 4096
2025-06-23 17:00:33.398 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 153 of size 4096
2025-06-23 17:00:33.398 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 154 of size 4096
2025-06-23 17:00:33.398 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 155 of size 4096
2025-06-23 17:00:33.398 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 156 of size 4096
2025-06-23 17:00:33.399 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 157 of size 4096
2025-06-23 17:00:33.399 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 158 of size 4096
2025-06-23 17:00:33.399 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 159 of size 4096
2025-06-23 17:00:33.399 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 160 of size 4096
2025-06-23 17:00:33.399 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 161 of size 4096
2025-06-23 17:00:33.400 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 162 of size 4096
2025-06-23 17:00:33.400 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 163 of size 4096
2025-06-23 17:00:33.400 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 164 of size 4096
2025-06-23 17:00:33.401 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 165 of size 4096
2025-06-23 17:00:33.401 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 166 of size 4096
2025-06-23 17:00:33.401 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 167 of size 4096
2025-06-23 17:00:33.401 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 168 of size 4096
2025-06-23 17:00:33.401 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 169 of size 4096
2025-06-23 17:00:33.402 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 170 of size 4096
2025-06-23 17:00:33.402 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 171 of size 4096
2025-06-23 17:00:33.402 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 172 of size 4096
2025-06-23 17:00:33.402 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 173 of size 4096
2025-06-23 17:00:33.403 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 174 of size 4096
2025-06-23 17:00:33.403 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 175 of size 4096
2025-06-23 17:00:33.403 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 176 of size 4096
2025-06-23 17:00:33.403 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 177 of size 4096
2025-06-23 17:00:33.403 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 178 of size 4096
2025-06-23 17:00:33.404 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 179 of size 4096
2025-06-23 17:00:33.404 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 180 of size 4096
2025-06-23 17:00:33.405 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 181 of size 4096
2025-06-23 17:00:33.405 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 182 of size 4096
2025-06-23 17:00:33.406 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 183 of size 4096
2025-06-23 17:00:33.406 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 184 of size 4096
2025-06-23 17:00:33.406 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 185 of size 4096
2025-06-23 17:00:33.406 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 186 of size 4096
2025-06-23 17:00:33.407 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 187 of size 4096
2025-06-23 17:00:33.407 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 188 of size 4096
2025-06-23 17:00:33.407 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 189 of size 4096
2025-06-23 17:00:33.407 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 190 of size 4096
2025-06-23 17:00:33.408 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 191 of size 4096
2025-06-23 17:00:33.408 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 192 of size 4096
2025-06-23 17:00:33.408 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 193 of size 4096
2025-06-23 17:00:33.408 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 194 of size 4096
2025-06-23 17:00:33.408 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 195 of size 4096
2025-06-23 17:00:33.409 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 196 of size 4096
2025-06-23 17:00:33.409 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 197 of size 4096
2025-06-23 17:00:33.409 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 198 of size 4096
2025-06-23 17:00:33.409 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 199 of size 4096
2025-06-23 17:00:33.410 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 200 of size 4096
2025-06-23 17:00:33.410 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 201 of size 4096
2025-06-23 17:00:33.410 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 202 of size 4096
2025-06-23 17:00:33.410 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 203 of size 4096
2025-06-23 17:00:33.411 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 204 of size 4096
2025-06-23 17:00:33.411 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 205 of size 4096
2025-06-23 17:00:33.411 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 206 of size 4096
2025-06-23 17:00:33.411 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 207 of size 4096
2025-06-23 17:00:33.411 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 208 of size 4096
2025-06-23 17:00:33.412 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 209 of size 4096
2025-06-23 17:00:33.412 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 210 of size 4096
2025-06-23 17:00:33.412 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 211 of size 4096
2025-06-23 17:00:33.412 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 212 of size 4096
2025-06-23 17:00:33.412 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 213 of size 4096
2025-06-23 17:00:33.413 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 214 of size 4096
2025-06-23 17:00:33.413 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 215 of size 4096
2025-06-23 17:00:33.413 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 216 of size 4096
2025-06-23 17:00:33.413 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 217 of size 4096
2025-06-23 17:00:33.413 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 218 of size 4096
2025-06-23 17:00:33.414 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 219 of size 4096
2025-06-23 17:00:33.414 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 220 of size 4096
2025-06-23 17:00:33.414 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 221 of size 4096
2025-06-23 17:00:33.415 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 222 of size 4096
2025-06-23 17:00:33.415 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 223 of size 4096
2025-06-23 17:00:33.415 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 224 of size 4096
2025-06-23 17:00:33.415 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 225 of size 4096
2025-06-23 17:00:33.416 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 226 of size 4096
2025-06-23 17:00:33.416 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 227 of size 4096
2025-06-23 17:00:33.416 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 228 of size 4096
2025-06-23 17:00:33.416 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 229 of size 4096
2025-06-23 17:00:33.417 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 230 of size 4096
2025-06-23 17:00:33.417 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 231 of size 4096
2025-06-23 17:00:33.417 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 232 of size 4096
2025-06-23 17:00:33.417 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 233 of size 4096
2025-06-23 17:00:33.418 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 234 of size 4096
2025-06-23 17:00:33.418 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 235 of size 4096
2025-06-23 17:00:33.418 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 236 of size 4096
2025-06-23 17:00:33.418 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 237 of size 4096
2025-06-23 17:00:33.419 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 238 of size 4096
2025-06-23 17:00:33.419 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 239 of size 4096
2025-06-23 17:00:33.419 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 240 of size 4096
2025-06-23 17:00:33.419 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 241 of size 4096
2025-06-23 17:00:33.419 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 242 of size 4096
2025-06-23 17:00:33.419 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 243 of size 4096
2025-06-23 17:00:33.419 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 244 of size 4096
2025-06-23 17:00:33.420 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 245 of size 4096
2025-06-23 17:00:33.420 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 246 of size 4096
2025-06-23 17:00:33.420 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 247 of size 4096
2025-06-23 17:00:33.420 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 248 of size 4096
2025-06-23 17:00:33.420 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 249 of size 4096
2025-06-23 17:00:33.420 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 250 of size 4096
2025-06-23 17:00:33.420 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 251 of size 4096
2025-06-23 17:00:33.420 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 252 of size 4096
2025-06-23 17:00:33.420 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 253 of size 4096
2025-06-23 17:00:33.421 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 254 of size 4096
2025-06-23 17:00:33.421 FINE [common.LoggingManager logCrypto] [CRYPTO] Chunk encryption: Encrypting chunk 255 of size 4071
2025-06-23 17:00:33.421 INFO [client.Client sendFileData] File split into 255 encrypted chunks
2025-06-23 17:00:33.421 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] File prepared: NS3_report_revised.pdf chunked into 255 encrypted segments
2025-06-23 17:00:33.421 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 0 of 255
2025-06-23 17:00:33.438 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 1 of 255
2025-06-23 17:00:33.449 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 2 of 255
2025-06-23 17:00:33.462 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 3 of 255
2025-06-23 17:00:33.475 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 4 of 255
2025-06-23 17:00:33.488 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 5 of 255
2025-06-23 17:00:33.501 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 6 of 255
2025-06-23 17:00:33.514 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 7 of 255
2025-06-23 17:00:33.525 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 8 of 255
2025-06-23 17:00:33.539 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 9 of 255
2025-06-23 17:00:33.552 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 10 of 255
2025-06-23 17:00:33.565 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 11 of 255
2025-06-23 17:00:33.578 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 12 of 255
2025-06-23 17:00:33.591 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 13 of 255
2025-06-23 17:00:33.604 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 14 of 255
2025-06-23 17:00:33.617 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 15 of 255
2025-06-23 17:00:33.630 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 16 of 255
2025-06-23 17:00:33.642 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 17 of 255
2025-06-23 17:00:33.655 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 18 of 255
2025-06-23 17:00:33.668 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 19 of 255
2025-06-23 17:00:33.681 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 20 of 255
2025-06-23 17:00:33.692 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 21 of 255
2025-06-23 17:00:33.705 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 22 of 255
2025-06-23 17:00:33.717 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 23 of 255
2025-06-23 17:00:33.730 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 24 of 255
2025-06-23 17:00:33.743 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 25 of 255
2025-06-23 17:00:33.755 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 26 of 255
2025-06-23 17:00:33.767 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 27 of 255
2025-06-23 17:00:33.780 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 28 of 255
2025-06-23 17:00:33.791 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 29 of 255
2025-06-23 17:00:33.802 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 30 of 255
2025-06-23 17:00:33.814 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 31 of 255
2025-06-23 17:00:33.827 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 32 of 255
2025-06-23 17:00:33.840 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 33 of 255
2025-06-23 17:00:33.853 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 34 of 255
2025-06-23 17:00:33.864 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 35 of 255
2025-06-23 17:00:33.875 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 36 of 255
2025-06-23 17:00:33.887 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 37 of 255
2025-06-23 17:00:33.900 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 38 of 255
2025-06-23 17:00:33.912 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 39 of 255
2025-06-23 17:00:33.925 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 40 of 255
2025-06-23 17:00:33.938 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 41 of 255
2025-06-23 17:00:33.951 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 42 of 255
2025-06-23 17:00:33.964 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 43 of 255
2025-06-23 17:00:33.977 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 44 of 255
2025-06-23 17:00:33.990 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 45 of 255
2025-06-23 17:00:34.003 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 46 of 255
2025-06-23 17:00:34.016 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 47 of 255
2025-06-23 17:00:34.027 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 48 of 255
2025-06-23 17:00:34.040 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 49 of 255
2025-06-23 17:00:34.051 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 50 of 255
2025-06-23 17:00:34.064 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 51 of 255
2025-06-23 17:00:34.075 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 52 of 255
2025-06-23 17:00:34.088 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 53 of 255
2025-06-23 17:00:34.101 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 54 of 255
2025-06-23 17:00:34.114 INFO [common.LoggingManager logTransfer] [TRANSFER:3a112c56-de7a-44fd-a3a3-4cc86559f987] Sending chunk: Chunk 55 of 255
